AppNexus ID;Lotame ID;Audience Name
106006;5327;Age: 18-24
1434527;33223;Age: 21-34
1434528;6197;Age: 25-29
106007;5328;Age: 25-34
1434529;6198;Age: 30-34
1434530;6199;Age: 35-39
106008;5329;Age: 35-44
1434531;6200;Age: 40-44
106009;5330;Age: 45-49
1434532;7402;Age: 45-54
106010;5331;Age: 50-54
106011;5332;Age: 55-64
106012;3690;Age: 65+
106005;3728;Gender: Male
106004;3729;Gender: Female
